question;relation
Which genre is the album live plus one part of;http://dbpedia.org/ontology/genre
What genre of music does paul simon make;http://dbpedia.org/ontology/genre
what genre of music was the album lunacy released in?;http://dbpedia.org/ontology/genre
what genre of music does danell lee sing in?;http://dbpedia.org/ontology/genre
what kind of music is the album number ones;http://dbpedia.org/ontology/genre
what kind of music is alternate takes;http://dbpedia.org/ontology/genre
which genre is the album barbed wire kisses;http://dbpedia.org/ontology/genre
what type of music does vince hornsby make;http://dbpedia.org/ontology/genre
what european city did dorian shainin die;http://dbpedia.org/ontology/deathPlace
what kind of music does love fungus play?;http://dbpedia.org/ontology/genre
Where was deborah henson born?;http://dbpedia.org/ontology/birthPlace
what is a work by dead kennedys;http://dbpedia.org/ontology/writer
where did george peter alexander healy pass away;http://dbpedia.org/ontology/deathPlace
which country is william ii of the netherlands from;http://dbpedia.org/ontology/birthPlace
what genre of music is in the skin;http://dbpedia.org/ontology/genre
which genre of does dead man's bones belong to;http://dbpedia.org/ontology/genre
what type of music is undeniably the whitlams;http://dbpedia.org/ontology/genre
what genre is the album acid tiger?;http://dbpedia.org/ontology/genre
Name a person born in portland.;http://dbpedia.org/ontology/birthPlace
what kind of cvg is torneko no daiboken: fushigi no dungeon;http://dbpedia.org/ontology/genre
What netflix genre does sanford and son fall under;http://dbpedia.org/ontology/genre
what kind of genre is true romance;http://dbpedia.org/ontology/genre
What sort of music is played on discordia;http://dbpedia.org/ontology/genre
What country is lawson robinson from?;http://dbpedia.org/ontology/birthPlace
whats the nationality of  younes el aynaoui;http://dbpedia.org/ontology/birthPlace
what is the genre of the artist electrosexual?;http://dbpedia.org/ontology/genre
What kind of rock does battles (band) play;http://dbpedia.org/ontology/genre
where is the birthplace of mala;http://dbpedia.org/ontology/birthPlace
Name a person who was born in trier;http://dbpedia.org/ontology/birthPlace
What genre is future past;http://dbpedia.org/ontology/genre
What is the location of richard grayson (writer)'s birth?;http://dbpedia.org/ontology/birthPlace
what time zone does connersville belong to;http://dbpedia.org/ontology/timeZone
what city was james storm born in?;http://dbpedia.org/ontology/birthPlace
Name someone born in Munich;http://dbpedia.org/ontology/birthPlace
what's one song that fran walsh wrote the lyrics for;http://dbpedia.org/ontology/writer
Who wrote the film thunderbolt and lightfoot?;http://dbpedia.org/ontology/writer
what tv genre is wanted: dead or alive;http://dbpedia.org/ontology/genre
Where did paul nash (artist) die;http://dbpedia.org/ontology/deathPlace
which movie was written by drew goddard;http://dbpedia.org/ontology/writer
what kind of music does nino play;http://dbpedia.org/ontology/genre
what type of music does vann johnson make;http://dbpedia.org/ontology/genre
where in the midwest is bobby joe hill's place of death?;http://dbpedia.org/ontology/birthPlace
is tim fly's cause he's having fun indie pop or rock;http://dbpedia.org/ontology/genre
name an artist who wrote in the genre of bubblegum pop.;http://dbpedia.org/ontology/genre
what time zone is new paris, indiana in;http://dbpedia.org/ontology/timeZone
Who wrote idiocracy;http://dbpedia.org/ontology/writer
what types of music is played by psapp;http://dbpedia.org/ontology/genre
where was johann leonhard rost born;http://dbpedia.org/ontology/birthPlace
Name a pop rock artist;http://dbpedia.org/ontology/genre
what city did dutch clark die in;http://dbpedia.org/ontology/deathPlace
What is the name of an animation tv program?;http://dbpedia.org/ontology/genre
what is the name of the Indian film film score, music composer and playback singer;http://dbpedia.org/ontology/genre
what genre is ezginin gunlugu;http://dbpedia.org/ontology/genre
who was born in bury?;http://dbpedia.org/ontology/birthPlace
What kind of tv show is haunted history?;http://dbpedia.org/ontology/genre
what is located in north american central time zone?;http://dbpedia.org/ontology/timeZone
Where was alaettin tahir born;http://dbpedia.org/ontology/birthPlace
What was the genre of album one from the modern?;http://dbpedia.org/ontology/genre
what is the birth place of norman dubie;http://dbpedia.org/ontology/birthPlace
what nationality is howard hodgkin;http://dbpedia.org/ontology/birthPlace
Name a male who was born in kansas city, missouri;http://dbpedia.org/ontology/birthPlace
What time zone is barnett township included in;http://dbpedia.org/ontology/timeZone
is freddy juarez from the united states or mexico;http://dbpedia.org/ontology/birthPlace
Where was raleigh roundtree born in the united states?;http://dbpedia.org/ontology/birthPlace
Where is michael steven buble from?;http://dbpedia.org/ontology/birthPlace
where in the Netherlands was bette franke born?;http://dbpedia.org/ontology/birthPlace
What song did martie maguire write;http://dbpedia.org/ontology/writer
what is denny mcknight's place of birth?;http://dbpedia.org/ontology/birthPlace
what is diane chamberlain's birthplace?;http://dbpedia.org/ontology/birthPlace
where was david williams's place of death;http://dbpedia.org/ontology/deathPlace
where was sofia gubaidulina born;http://dbpedia.org/ontology/birthPlace
what kind of music is on the truth is that you are alive?;http://dbpedia.org/ontology/genre
What genre of music does oscar aleman produce;http://dbpedia.org/ontology/genre
What netflix genre does journey to the center of the earth belong to;http://dbpedia.org/ontology/genre
Where was ben tatar born;http://dbpedia.org/ontology/birthPlace
"What kind of computer game is ""Mega Man Battle & Chase""?";http://dbpedia.org/ontology/genre
who was born in thessaloniki;http://dbpedia.org/ontology/birthPlace
who is the composer of best thing i never had;http://dbpedia.org/ontology/writer
What country is joao paulo de melo paulino a citizen of;http://dbpedia.org/ontology/birthPlace
which czech city was lev blatny born in;http://dbpedia.org/ontology/birthPlace
which football player was born in aurora?;http://dbpedia.org/ontology/birthPlace
what is a tourist attraction can be found in hoke county, north carolina?;http://dbpedia.org/ontology/location
What person was born in Philadelphia?;http://dbpedia.org/ontology/birthPlace
What kind of artist is Frank Iero?;http://dbpedia.org/ontology/genre
what genre of music does nan vernon play in?;http://dbpedia.org/ontology/genre
what genre of music is gass;http://dbpedia.org/ontology/genre
who is the artist that plays rock music?;http://dbpedia.org/ontology/genre
What genre is johnny heartsman known for?;http://dbpedia.org/ontology/genre
who is the composer of girls & boys;http://dbpedia.org/ontology/writer
gosta nystroem was born in what swedish province?;http://dbpedia.org/ontology/birthPlace
where did fritz riess pass away;http://dbpedia.org/ontology/deathPlace
what genre is saturday morning;http://dbpedia.org/ontology/genre
which city did spike shannon die;http://dbpedia.org/ontology/deathPlace
What genre of music is cal tjader;http://dbpedia.org/ontology/genre
what kind of music is the album  hairspray (original motion picture soundtrack);http://dbpedia.org/ontology/genre
What area does kutp serve;http://dbpedia.org/ontology/location
"What type of film genre is ""World War II in HD Coulour""?";http://dbpedia.org/ontology/genre
What style music is the album anshur-za?;http://dbpedia.org/ontology/genre
what is john steppling's place of birth;http://dbpedia.org/ontology/birthPlace
What time zone is cottonwood located in?;http://dbpedia.org/ontology/timeZone
alternative metal can be seen in what album?;http://dbpedia.org/ontology/genre
what is a science fiction show?;http://dbpedia.org/ontology/genre
What's an animation title;http://dbpedia.org/ontology/genre
who was born in nantes?;http://dbpedia.org/ontology/birthPlace
Who was the scientist born in romania?;http://dbpedia.org/ontology/birthPlace
What type of music is on the album seemless;http://dbpedia.org/ontology/genre
what is soundtrack album?;http://dbpedia.org/ontology/genre
What is william clark's nationality;http://dbpedia.org/ontology/birthPlace
What is a soft rock album title?;http://dbpedia.org/ontology/genre
what genre does aviad cohen make;http://dbpedia.org/ontology/genre
which businessman was born in sicily island, louisiana?;http://dbpedia.org/ontology/birthPlace
what music does jesse jagz do?;http://dbpedia.org/ontology/genre
what genre is the album 2001;http://dbpedia.org/ontology/genre
Who wrote the film big leaguer;http://dbpedia.org/ontology/writer
What is the time zone for clifton hill?;http://dbpedia.org/ontology/timeZone
Name a composition by paul kantner.;http://dbpedia.org/ontology/writer
what is a soul music album title;http://dbpedia.org/ontology/genre
what kind of music is on third age of the sun?;http://dbpedia.org/ontology/genre
Where was n.k. salil born;http://dbpedia.org/ontology/birthPlace
what  leadership coach was born in valley station, louisville;http://dbpedia.org/ontology/birthPlace
what famous individual was born in elkton;http://dbpedia.org/ontology/birthPlace
What is willi reinfrank's birth place;http://dbpedia.org/ontology/birthPlace
where was randy white born;http://dbpedia.org/ontology/birthPlace
what's something to see in saint john;http://dbpedia.org/ontology/location
Where was policarpo bonilla born;http://dbpedia.org/ontology/birthPlace
"What genre is the album ""Lullabies to Paralyze""?";http://dbpedia.org/ontology/genre
who was born in brockley;http://dbpedia.org/ontology/birthPlace
Name a country music song from the 2011 single by Alan Jackson.;http://dbpedia.org/ontology/genre
Who is someone born in sydney;http://dbpedia.org/ontology/birthPlace
where was edixon perea valencia born?;http://dbpedia.org/ontology/birthPlace
which album is rhythm and blues;http://dbpedia.org/ontology/genre
What type of music does model a make;http://dbpedia.org/ontology/genre
what classical form of music is matus tomko;http://dbpedia.org/ontology/genre
What is the nationality of ty warner;http://dbpedia.org/ontology/birthPlace
where did howard cosell's life end;http://dbpedia.org/ontology/deathPlace
in what city in the west coast is ash adams from;http://dbpedia.org/ontology/birthPlace
what is a disco album?;http://dbpedia.org/ontology/genre
what is the film story credits by henrik ibsen?;http://dbpedia.org/ontology/writer
Name an artist that produces funk music;http://dbpedia.org/ontology/genre
What kind of a game is monday night combat;http://dbpedia.org/ontology/genre
What is the genre of the album colorblind?;http://dbpedia.org/ontology/genre
Name a composition of roger mcguinn;http://dbpedia.org/ontology/writer
What films has ed. weinberger written?;http://dbpedia.org/ontology/writer
which state was devin bush born;http://dbpedia.org/ontology/birthPlace
Where in europe did manfred durniok die;http://dbpedia.org/ontology/deathPlace
what type of genre is cmt's next superstar;http://dbpedia.org/ontology/genre
Who is an example of a post-punk artist;http://dbpedia.org/ontology/genre
Where was jim bajor born in?;http://dbpedia.org/ontology/birthPlace
Name an indie rock album.;http://dbpedia.org/ontology/genre
What movie is rudyard kipling credited as a story contributor for;http://dbpedia.org/ontology/writer
what kind of videogame is mytran wars;http://dbpedia.org/ontology/genre
What is the name of a program in the adventure film category;http://dbpedia.org/ontology/genre
what institution is located in jackson;http://dbpedia.org/ontology/location
what genre of music is metatron?;http://dbpedia.org/ontology/genre
where did albert dietrich die;http://dbpedia.org/ontology/deathPlace
Who was born in natal?;http://dbpedia.org/ontology/birthPlace
what type of video game is the curse of sherwood;http://dbpedia.org/ontology/genre
What's a country album by johnny cash;http://dbpedia.org/ontology/genre
where did bill monroe kick the bucket;http://dbpedia.org/ontology/deathPlace
what kind of music is on the black album;http://dbpedia.org/ontology/genre
what genre is jeff ament;http://dbpedia.org/ontology/genre
what type of music does mark nauseef record?;http://dbpedia.org/ontology/genre
Name a person born in belgrade.;http://dbpedia.org/ontology/birthPlace
what type of music is the album timeless;http://dbpedia.org/ontology/genre
what city did orhan die;http://dbpedia.org/ontology/deathPlace
What genre of videogame is wwf road to wrestlemania?;http://dbpedia.org/ontology/genre
in what state would you find san isabel national forest;http://dbpedia.org/ontology/location
what was the place of death of enrico de nicola;http://dbpedia.org/ontology/deathPlace
What game genre is test drive le mans classified as;http://dbpedia.org/ontology/genre
what kind of music is pieces;http://dbpedia.org/ontology/genre
Where is steve sandalis from;http://dbpedia.org/ontology/birthPlace
What genre of music is the album mezmerize (album);http://dbpedia.org/ontology/genre
what kind of game is gangs of london;http://dbpedia.org/ontology/genre
what genre is callenish circle;http://dbpedia.org/ontology/genre
where did frank hoffman die?;http://dbpedia.org/ontology/deathPlace
what kind of album is blue-sky research;http://dbpedia.org/ontology/genre
georgi grechko was conceived where?;http://dbpedia.org/ontology/birthPlace
which author was born in bristol?;http://dbpedia.org/ontology/birthPlace
what genre is the album ceremonial;http://dbpedia.org/ontology/genre
what kind of music is the fur and gold album;http://dbpedia.org/ontology/genre
what type of music does kids love lies play;http://dbpedia.org/ontology/genre
Where was frank welch born;http://dbpedia.org/ontology/birthPlace
Name a rock music album;http://dbpedia.org/ontology/genre
what is located in the chamorro standard time?;http://dbpedia.org/ontology/timeZone
what area does kgan play for;http://dbpedia.org/ontology/location
what country is thorsten kaye from;http://dbpedia.org/ontology/birthPlace
What film did puri jagannadh write for?;http://dbpedia.org/ontology/writer
Which city was robert s. langer born in;http://dbpedia.org/ontology/birthPlace
Who was born in rio de janeiro;http://dbpedia.org/ontology/birthPlace
where was leo madder given birth;http://dbpedia.org/ontology/birthPlace
Who is a famous screen writer from winnipeg;http://dbpedia.org/ontology/birthPlace
what is a post-punk album?;http://dbpedia.org/ontology/genre
Who is a band classified as pop music;http://dbpedia.org/ontology/genre
what kind of music is dave hill associated with;http://dbpedia.org/ontology/genre
what kind of music does maki yano play;http://dbpedia.org/ontology/genre
which musician plays rock music;http://dbpedia.org/ontology/genre
Name a person born in Newport.;http://dbpedia.org/ontology/birthPlace
Who was born in boston?;http://dbpedia.org/ontology/birthPlace
what genre is the album the big picture (big l album) in?;http://dbpedia.org/ontology/genre
What's a pop music album written by kaizer allen;http://dbpedia.org/ontology/genre
what woman was born in okinawa prefecture;http://dbpedia.org/ontology/birthPlace
where was georgi ivanov born;http://dbpedia.org/ontology/birthPlace
what is a pop music album;http://dbpedia.org/ontology/genre
what tourist attractions are there in newport?;http://dbpedia.org/ontology/location
in which popular city in Scandinavia was gunnel vallquist born;http://dbpedia.org/ontology/birthPlace
"What genre is the music album ""pure dynamite! live at the royal?""";http://dbpedia.org/ontology/genre
what type of music does eric rigler make?;http://dbpedia.org/ontology/genre
what city was francisco javier alegre born;http://dbpedia.org/ontology/birthPlace
which famous person was born in the united states;http://dbpedia.org/ontology/birthPlace
What is a rock and roll artist;http://dbpedia.org/ontology/genre
what male artist would be nominated for a grammy in contemporary r&b;http://dbpedia.org/ontology/genre
what style of music does layne staley perform;http://dbpedia.org/ontology/genre
Where is stewart international airport located in?;http://dbpedia.org/ontology/location
johann sebastian bach composed this church cantata;http://dbpedia.org/ontology/writer
what kind of music is denzil dennis known for?;http://dbpedia.org/ontology/genre
what type of music is on this time around?;http://dbpedia.org/ontology/genre
Name a pop music singer;http://dbpedia.org/ontology/genre
Name a film written by jerry lewis;http://dbpedia.org/ontology/writer
What is the place of death of carmen scarpitta;http://dbpedia.org/ontology/deathPlace
what is herbert ross' nationality;http://dbpedia.org/ontology/birthPlace
what kind of music is dynamo;http://dbpedia.org/ontology/genre
What is the place of birth of vyacheslav sviderskyi;http://dbpedia.org/ontology/birthPlace
what song did bobby troup write the lyrics to;http://dbpedia.org/ontology/writer
Where was vyacheslav kovneristov born?;http://dbpedia.org/ontology/birthPlace
What time zone is leon in;http://dbpedia.org/ontology/timeZone
What genre of music is the album domestica?;http://dbpedia.org/ontology/genre
Which genre of music is off the album love, war, and the ghost of whitey ford;http://dbpedia.org/ontology/genre
who wrote tribute;http://dbpedia.org/ontology/writer
what kind of music did bret michaels make;http://dbpedia.org/ontology/genre
what genre of music does mike dirnt produce;http://dbpedia.org/ontology/genre
 the fray is known for making what kind of music;http://dbpedia.org/ontology/genre
which us state is smoke blanchard's place of death?;http://dbpedia.org/ontology/deathPlace
What is the name of a mountain located in the alps?;http://dbpedia.org/ontology/location
where did maurice j. sullivan pass away?;http://dbpedia.org/ontology/deathPlace
who had a place of birth in oxford;http://dbpedia.org/ontology/birthPlace
where did william ouseley die;http://dbpedia.org/ontology/deathPlace
what Australian commentator was born in melbourne;http://dbpedia.org/ontology/birthPlace
What is the name of a real-time strategy game;http://dbpedia.org/ontology/genre
what country is james callaghan from;http://dbpedia.org/ontology/birthPlace
where is matt asiata from;http://dbpedia.org/ontology/birthPlace
What type of music is the album bare (annie lennox album)?;http://dbpedia.org/ontology/genre
Name a composition from the composer daniel ash;http://dbpedia.org/ontology/writer
what is topic of the show live tv bingo;http://dbpedia.org/ontology/genre
what is the type of music made by tyler hilton?;http://dbpedia.org/ontology/genre
what artist makes rock music music?;http://dbpedia.org/ontology/genre
Where did laszlo mednyanszky pass away?;http://dbpedia.org/ontology/deathPlace
what kind of music did matt bachand make?;http://dbpedia.org/ontology/genre
Who is someone born in columbus;http://dbpedia.org/ontology/birthPlace
Is tear it down folk or rock;http://dbpedia.org/ontology/genre
What's the time zone in russell;http://dbpedia.org/ontology/timeZone
Who is the composer behind the candy man?;http://dbpedia.org/ontology/writer
where was gregg chillin born;http://dbpedia.org/ontology/birthPlace
what's the name of a prominent performer of progressive rock;http://dbpedia.org/ontology/genre
what kind of music can be found on jazz from the hills;http://dbpedia.org/ontology/genre
What genre of album is junta?;http://dbpedia.org/ontology/genre
what genre of music is sky in?;http://dbpedia.org/ontology/genre
what kind of album is hephaestus?;http://dbpedia.org/ontology/genre
who composed it's a new day;http://dbpedia.org/ontology/writer
Name a person who was born in honolulu;http://dbpedia.org/ontology/birthPlace
Who composed not for you?;http://dbpedia.org/ontology/writer
what city did cliff aberson die in;http://dbpedia.org/ontology/deathPlace
what are tourist attractions at round rock?;http://dbpedia.org/ontology/location
where did keith moon originate from;http://dbpedia.org/ontology/birthPlace
In what area of New York was jack donohue born?;http://dbpedia.org/ontology/birthPlace
What's a reality television show broadcast on fox;http://dbpedia.org/ontology/genre
What genre of music is young steff;http://dbpedia.org/ontology/genre
The alum you is what kind of album;http://dbpedia.org/ontology/genre
which country is wallace chung from;http://dbpedia.org/ontology/birthPlace
what type of music does circle takes the square play;http://dbpedia.org/ontology/genre
what is the feature film by h. rider haggard;http://dbpedia.org/ontology/writer
name an example of an electro album.;http://dbpedia.org/ontology/genre
what kind of music is door, door;http://dbpedia.org/ontology/genre
what former hockey player was born in chicago heights, illinois;http://dbpedia.org/ontology/birthPlace
What type of rock is played on open all hours;http://dbpedia.org/ontology/genre
Who wrote the film Illuminata?;http://dbpedia.org/ontology/writer
shauna reynolds makes what type of music?;http://dbpedia.org/ontology/genre
What genre of music is because i love it?;http://dbpedia.org/ontology/genre
what kind of jazz does keiko matsui play;http://dbpedia.org/ontology/genre
Who was born in Idaho?;http://dbpedia.org/ontology/birthPlace
what male was born in vancouver;http://dbpedia.org/ontology/birthPlace
what township is in north american central time zone?;http://dbpedia.org/ontology/timeZone
what artist makes folk rock music?;http://dbpedia.org/ontology/genre
who wrote the story for obrona czestochowy?;http://dbpedia.org/ontology/writer
what country is ariel salinas form;http://dbpedia.org/ontology/birthPlace
Which artists are a pop music and rock n roll based band?;http://dbpedia.org/ontology/genre
where in somolia did simmon latutin die;http://dbpedia.org/ontology/deathPlace
Which genre of music is on the album sunburst and snowblind;http://dbpedia.org/ontology/genre
Who's a navy officer born in monticello;http://dbpedia.org/ontology/birthPlace
what time zone does rufisque fall into;http://dbpedia.org/ontology/timeZone
Where in california was buster matheney born;http://dbpedia.org/ontology/birthPlace
What is the name of a man born in stockport?;http://dbpedia.org/ontology/birthPlace
who provided the story for the film priyadarshan?;http://dbpedia.org/ontology/writer
which area does wlaj-dt2 serve;http://dbpedia.org/ontology/location
Where did gerry studds die?;http://dbpedia.org/ontology/deathPlace
from what city is visvanathan rudrakumaran from;http://dbpedia.org/ontology/birthPlace
"Who composed ""take your mama""?";http://dbpedia.org/ontology/writer
name the place ollie cline was born.;http://dbpedia.org/ontology/birthPlace
what is an action game?;http://dbpedia.org/ontology/genre
where did alberto collo die;http://dbpedia.org/ontology/deathPlace
what city and state exists in the mountain time zone;http://dbpedia.org/ontology/timeZone
what is the nationality of hector ortiz?;http://dbpedia.org/ontology/birthPlace
where was mark dempsey born;http://dbpedia.org/ontology/birthPlace
Who wrote the song seemann;http://dbpedia.org/ontology/writer
what lyrics is written by lorenz hart;http://dbpedia.org/ontology/writer
what country is eugenio bava from;http://dbpedia.org/ontology/birthPlace
richard shaw brown performs what type of music?;http://dbpedia.org/ontology/genre
Which timezone is birch creek located in?;http://dbpedia.org/ontology/timeZone
What is a location in the north american central time zone?;http://dbpedia.org/ontology/timeZone
which actor wrote behind the screen;http://dbpedia.org/ontology/writer
which musician plays pop music;http://dbpedia.org/ontology/genre
what type of music is the album persona non grata;http://dbpedia.org/ontology/genre
what type of game is the messenger?;http://dbpedia.org/ontology/genre
what album is a type of pop rock music?;http://dbpedia.org/ontology/genre
what kind of music can be found on the album witching hour;http://dbpedia.org/ontology/genre
Where was anne donahue born;http://dbpedia.org/ontology/birthPlace
What is an example of a rock and roll album?;http://dbpedia.org/ontology/genre
what type of music is directors cut?;http://dbpedia.org/ontology/genre
where is kenny drew from;http://dbpedia.org/ontology/birthPlace
where did balthasar russow start to climb the stairway to heaven;http://dbpedia.org/ontology/deathPlace
what city was owain warlow born;http://dbpedia.org/ontology/birthPlace
what type of music does jerry horton create;http://dbpedia.org/ontology/genre
what kind of a show is jonny quest?;http://dbpedia.org/ontology/genre
what types of music is pick hits live;http://dbpedia.org/ontology/genre
black wrote the lyrics for what?;http://dbpedia.org/ontology/writer
what kind of game is frontlines: fuel of war;http://dbpedia.org/ontology/genre
What type of game is the bourne conspiracy;http://dbpedia.org/ontology/genre
Who was born in liverpool?;http://dbpedia.org/ontology/birthPlace
Where was minnette vari born;http://dbpedia.org/ontology/birthPlace
What metalcore album was released in 2010;http://dbpedia.org/ontology/genre
what type of music is karmacode?;http://dbpedia.org/ontology/genre
what city did irving goff die in;http://dbpedia.org/ontology/deathPlace
where was donald snyder born;http://dbpedia.org/ontology/birthPlace
Who is a progressive rock artist?;http://dbpedia.org/ontology/genre
Where in the state of New York was william b. ruger born?;http://dbpedia.org/ontology/birthPlace
what is the genre of juniper;http://dbpedia.org/ontology/genre
whats the genre of  confession;http://dbpedia.org/ontology/genre
What is a tourist attraction in manila?;http://dbpedia.org/ontology/location
Where was Larry Mckibben born?;http://dbpedia.org/ontology/birthPlace
what genre of music is caught in the middle;http://dbpedia.org/ontology/genre
Which genre is the album anything is possible;http://dbpedia.org/ontology/genre
Where was don cameron born;http://dbpedia.org/ontology/birthPlace
where did lili`uokalani die?;http://dbpedia.org/ontology/deathPlace
what is the name of a anime;http://dbpedia.org/ontology/genre
what kind of genre is batman forever: music from the motion picture;http://dbpedia.org/ontology/genre
Where was marcel hillaire born?;http://dbpedia.org/ontology/birthPlace
Which famous cinematographer was born in los angeles?;http://dbpedia.org/ontology/birthPlace
Where was john kameaaloha almeida's place of death?;http://dbpedia.org/ontology/deathPlace
Where did lee roberts die?;http://dbpedia.org/ontology/deathPlace
Name a rhythm and blues artist born in Philadelphia?;http://dbpedia.org/ontology/genre
what nationality is brian boyle;http://dbpedia.org/ontology/birthPlace
what person was born in singapore?;http://dbpedia.org/ontology/birthPlace
where was edward foster born;http://dbpedia.org/ontology/birthPlace
What's a song that stevie wonder wrote lyrics for;http://dbpedia.org/ontology/writer
which city was kahimi karie born;http://dbpedia.org/ontology/birthPlace
what was john dale's place of birth;http://dbpedia.org/ontology/birthPlace
where did jon hopkins start his career;http://dbpedia.org/ontology/birthPlace
What's an example of a new age artist;http://dbpedia.org/ontology/genre
what kind of genre is war child;http://dbpedia.org/ontology/genre
Where is vince gill from?;http://dbpedia.org/ontology/birthPlace
what is the genre of the artist bob sinclar;http://dbpedia.org/ontology/genre
What country is phil quinlan from;http://dbpedia.org/ontology/birthPlace
which city was richard crashaw born in;http://dbpedia.org/ontology/birthPlace
who wrote the composition somewhere out there;http://dbpedia.org/ontology/writer
who was born in mission viejo, california?;http://dbpedia.org/ontology/birthPlace
what rock and roll album was digitally repackaged;http://dbpedia.org/ontology/genre
what is an American thrash metal band from Cypress, California;http://dbpedia.org/ontology/genre
what is in tresco, isles of scilly?;http://dbpedia.org/ontology/location
where is the cape canaveral air force station based;http://dbpedia.org/ontology/location
Where is dalnavert?;http://dbpedia.org/ontology/location
what city and state was arthur bradford born in;http://dbpedia.org/ontology/birthPlace
What is marri chenna reddy's nationality;http://dbpedia.org/ontology/birthPlace
what was khalil al-wazir's place of death;http://dbpedia.org/ontology/deathPlace
Who was born in dallas, texas;http://dbpedia.org/ontology/birthPlace
what film did charlie chaplin write;http://dbpedia.org/ontology/writer
what artists are new jack swing artists;http://dbpedia.org/ontology/genre
Who's an actress born in cuba;http://dbpedia.org/ontology/birthPlace
the duey and julia wright house is in which county;http://dbpedia.org/ontology/location
what time zone is lessor in;http://dbpedia.org/ontology/timeZone
where was frank j. farrell born;http://dbpedia.org/ontology/birthPlace
What genre of music is the album Punch the Clock?;http://dbpedia.org/ontology/genre
where was hans van manen born?;http://dbpedia.org/ontology/birthPlace
which us city is peter stephen du ponceau's place of death?;http://dbpedia.org/ontology/deathPlace
Where was reginaldo rossi born?;http://dbpedia.org/ontology/birthPlace
what is the place of birth of alexander iii of scotlandw;http://dbpedia.org/ontology/birthPlace
What is the name of a soul music album;http://dbpedia.org/ontology/genre
which professional wrestler was born in franklin county?;http://dbpedia.org/ontology/birthPlace
where did boris lurie pass away;http://dbpedia.org/ontology/deathPlace
What is the title of a blues album?;http://dbpedia.org/ontology/genre
Who created the story for the film coal miner's daughter?;http://dbpedia.org/ontology/writer
who is a man that was born in cambridge, massachusetts;http://dbpedia.org/ontology/birthPlace
what groove metal album is by Anthrax;http://dbpedia.org/ontology/genre
Where was peter halley born?;http://dbpedia.org/ontology/birthPlace
what's the name of someone born in bihar;http://dbpedia.org/ontology/birthPlace
Where is gaineswood;http://dbpedia.org/ontology/location
what is a type of fantasy program;http://dbpedia.org/ontology/genre
what music does the cinematic orchestra perform?;http://dbpedia.org/ontology/genre
what kind of music is supersonic guitars in 3-d;http://dbpedia.org/ontology/genre
what albums are rock music albums;http://dbpedia.org/ontology/genre
who was born in stratham;http://dbpedia.org/ontology/birthPlace
which folk metal album was released in finland?;http://dbpedia.org/ontology/genre
what kind of music is huddie william ledbetter known for?;http://dbpedia.org/ontology/genre
which film was pat morita a writer for;http://dbpedia.org/ontology/writer
Where was the american actor paul america born?;http://dbpedia.org/ontology/birthPlace
what type of video game is runescape;http://dbpedia.org/ontology/genre
What kind of music does gunnar graps make;http://dbpedia.org/ontology/genre
which film was written by peter ustinov;http://dbpedia.org/ontology/writer
"What genre of music would best describe the album ""Out of the Woodwork""?";http://dbpedia.org/ontology/genre
What is the cvg genre of sorcerer lord?;http://dbpedia.org/ontology/genre
What genre is the album give out but dont give up;http://dbpedia.org/ontology/genre
what is an album with experimental rock music?;http://dbpedia.org/ontology/genre
What did daniel palladino write?;http://dbpedia.org/ontology/writer
what is ryan key's style of music;http://dbpedia.org/ontology/genre
What music genre would Lucas Silvereia fall into?;http://dbpedia.org/ontology/genre
What is the name of a pop rock artist;http://dbpedia.org/ontology/genre
What type of music is boys like girls;http://dbpedia.org/ontology/genre
Who wrote rick rubin?;http://dbpedia.org/ontology/writer
which genre of music does danny thompson play?;http://dbpedia.org/ontology/genre
who was the lyricist for oh yoko!?;http://dbpedia.org/ontology/writer
What is a electronica Radiohead album?;http://dbpedia.org/ontology/genre
what is the time zone in leidschendam;http://dbpedia.org/ontology/timeZone
which tv program features an anthology?;http://dbpedia.org/ontology/genre
what music genre is solid gold 69;http://dbpedia.org/ontology/genre
Where was francis leo lawrence's place of death?;http://dbpedia.org/ontology/deathPlace
where is west meade;http://dbpedia.org/ontology/location
What city did gholamreza takhti die in?;http://dbpedia.org/ontology/deathPlace
which disease caused willem rooseboom's death;http://dbpedia.org/ontology/deathPlace
what artist makes pop music music?;http://dbpedia.org/ontology/genre
Name a hard rock album;http://dbpedia.org/ontology/genre
What kind of music does united nations record?;http://dbpedia.org/ontology/genre
Where was  jean-baptiste thorn born;http://dbpedia.org/ontology/birthPlace
what type of series is californication (tv series)?;http://dbpedia.org/ontology/genre
where did bruce jackson die;http://dbpedia.org/ontology/deathPlace
what was the place of death of lee stine;http://dbpedia.org/ontology/deathPlace
which city was christopher moynihan born;http://dbpedia.org/ontology/birthPlace
What type of hip hop is the album finally famous;http://dbpedia.org/ontology/genre
where in india did john alexander pass away?;http://dbpedia.org/ontology/deathPlace
what kind of music does o-zone make?;http://dbpedia.org/ontology/genre
where is jackson lake lodge located;http://dbpedia.org/ontology/location
Where is ruskin park located?;http://dbpedia.org/ontology/location
which country is sancho i of portugal from;http://dbpedia.org/ontology/birthPlace
where was barbara knox born;http://dbpedia.org/ontology/birthPlace
Which country is marcel landers from?;http://dbpedia.org/ontology/birthPlace
who was born in bangkok;http://dbpedia.org/ontology/birthPlace
Who was born in los angeles;http://dbpedia.org/ontology/birthPlace
